"","treeID","gridID","x","y","dbh","code2","cd2_gss","l/d","nt_2021","notes","scintfc","genus","species","code8","geometry"
"166",170,108,584215.2063,148766.4903,50.8,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584215.2063, 148766.4903)
"167",171,108,584216.386,148765.9331,26.162,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584216.386, 148765.9331)
"168",172,108,584221.297,148761.1628,14.478,"COFL",NA,"L",NA,NA,"Cornus florida","Cornus","florida","cornusFlorida",c(584221.297, 148761.1628)
"169",174,109,584161.4651,148722.94,34.29,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(584161.4651, 148722.94)
"170",175,109,584164.1766,148721.5598,24.892,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584164.1766, 148721.5598)
"171",176,109,584166.0147,148708.3223,18.288,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584166.0147, 148708.3223)
"172",177,109,584159.6521,148709.4169,12.7,"COFL",NA,"L",NA,NA,"Cornus florida","Cornus","florida","cornusFlorida",c(584159.6521, 148709.4169)
"173",178,109,584159.3958,148708.2151,42.418,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584159.3958, 148708.2151)
"174",179,109,584152.7684,148718.0426,12.954,"ACPE",NA,"L",NA,NA,"Acer pennsylvanicum","Acer","pennsylvanicum","acerPennsylv",c(584152.7684, 148718.0426)
"175",180,109,584141.8067,148714.1875,56.642,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584141.8067, 148714.1875)
"176",181,109,584148.5119,148716.0142,60.96,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584148.5119, 148716.0142)
"177",182,109,584140.4235,148714.0922,12.7,"COFL",NA,"L",NA,"BORDERLINE","Cornus florida","Cornus","florida","cornusFlorida",c(584140.4235, 148714.0922)
"178",183,109,584142.2153,148722.3045,55.372,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(584142.2153, 148722.3045)
"179",184,109,584137.7135,148726.0269,34.29,"QUAL",NA,"L",NA,"BORDERLINE","Quercus alba","Quercus","alba","quercusAlba",c(584137.7135, 148726.0269)
"180",185,109,584145.1816,148730.8703,29.464,"CASP",NA,"L",NA,NA,"Carya spp.","Carya","UNKN","caryaUNKN",c(584145.1816, 148730.8703)
"181",186,109,584153.056,148723.4327,36.068,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(584153.056, 148723.4327)
"182",187,110,584181.9575,148733.3098,31.75,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584181.9575, 148733.3098)
"183",188,110,584187.0006,148735.0749,34.544,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(584187.0006, 148735.0749)
"184",189,110,584187.7283,148729.7609,12.7,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584187.7283, 148729.7609)
"185",190,110,584180.7826,148724.2648,24.384,"CASP",NA,"L",NA,NA,"Carya spp.","Carya","UNKN","caryaUNKN",c(584180.7826, 148724.2648)
"186",191,110,584188.3801,148725.3077,11.176,"COFL",NA,"L",NA,NA,"Cornus florida","Cornus","florida","cornusFlorida",c(584188.3801, 148725.3077)
"187",192,110,584186.4179,148722.1499,30.226,"CASP",NA,"L",NA,NA,"Carya spp.","Carya","UNKN","caryaUNKN",c(584186.4179, 148722.1499)
"188",193,110,584189.6031,148719.4788,73.152,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584189.6031, 148719.4788)
"189",194,110,584183.3762,148717.7649,25.654,"CASP",NA,"L",NA,NA,"Carya spp.","Carya","UNKN","caryaUNKN",c(584183.3762, 148717.7649)
"190",195,110,584176.0338,148712.6517,31.242,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584176.0338, 148712.6517)
"191",196,110,584171.9761,148717.2133,44.704,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(584171.9761, 148717.2133)
"192",197,110,584175.5168,148722.4082,22.352,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584175.5168, 148722.4082)
"193",198,110,584167.0324,148719.5711,28.702,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584167.0324, 148719.5711)
"194",199,110,584169.4376,148723.5385,42.926,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(584169.4376, 148723.5385)
"195",200,110,584167.0981,148725.2389,32.004,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584167.0981, 148725.2389)
"196",201,110,584168.1944,148729.7034,22.352,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584168.1944, 148729.7034)
"197",202,110,584174.7298,148729.7178,28.194,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584174.7298, 148729.7178)
"198",203,110,584176.2266,148728.3137,14.224,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584176.2266, 148728.3137)
"199",204,110,584174.6977,148734.8128,19.304,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(584174.6977, 148734.8128)
"200",205,111,584157.339,148700.9198,61.468,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(584157.339, 148700.9198)
"201",206,111,584157.7011,148701.4285,41.656,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(584157.7011, 148701.4285)
"202",207,111,584161.1649,148705.0306,10.16,"COFL",NA,"L",NA,NA,"Cornus florida","Cornus","florida","cornusFlorida",c(584161.1649, 148705.0306)
"203",208,111,584158.9023,148697.7242,14.732,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584158.9023, 148697.7242)
"204",209,111,584164.8609,148702.0409,24.638,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(584164.8609, 148702.0409)
"205",210,111,584168.9898,148696.1564,46.99,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584168.9898, 148696.1564)
"206",211,111,584168.3813,148693.1632,20.574,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584168.3813, 148693.1632)
"207",212,111,584166.1714,148692.1524,63.754,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(584166.1714, 148692.1524)
"208",214,111,584166.0477,148684.847,15.494,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584166.0477, 148684.847)
"209",215,111,584161.4672,148683.1768,40.132,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584161.4672, 148683.1768)
"210",216,111,584160.9096,148682.0668,31.242,"ACRU",NA,"L",NA,"BORDERLINE","Acer rubrum","Acer","rubrum","acerRubrum",c(584160.9096, 148682.0668)
"211",217,111,584157.5196,148692.4542,10.16,"COFL",NA,"L",NA,NA,"Cornus florida","Cornus","florida","cornusFlorida",c(584157.5196, 148692.4542)
"212",218,111,584156.6929,148682.1915,15.748,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584156.6929, 148682.1915)
"213",219,111,584154.0687,148689.4832,29.464,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584154.0687, 148689.4832)
"214",220,111,584146.7776,148687.1239,38.354,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(584146.7776, 148687.1239)
"215",221,111,584145.6394,148686.6275,11.938,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584145.6394, 148686.6275)
"216",222,111,584145.1438,148687.4781,66.548,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584145.1438, 148687.4781)
"217",224,111,584150.5889,148694.047,39.624,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(584150.5889, 148694.047)
"218",225,111,584142.8449,148699.2284,54.61,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(584142.8449, 148699.2284)
"219",226,111,584151.9332,148699.2182,16.51,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(584151.9332, 148699.2182)
"220",229,112,584192.0864,148707.9001,34.29,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584192.0864, 148707.9001)
"221",230,112,584185.4882,148698.3706,11.176,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(584185.4882, 148698.3706)
"222",231,112,584193.1788,148696.1661,12.954,"COFL",NA,"L",NA,NA,"Cornus florida","Cornus","florida","cornusFlorida",c(584193.1788, 148696.1661)
"223",232,112,584189.2873,148689.1684,19.05,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584189.2873, 148689.1684)
"224",233,112,584184.5891,148692.8453,64.262,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584184.5891, 148692.8453)
"225",234,112,584183.617,148694.6441,10.16,"COFL",NA,"L",NA,NA,"Cornus florida","Cornus","florida","cornusFlorida",c(584183.617, 148694.6441)
"226",235,112,584184.5454,148686.1153,25.908,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584184.5454, 148686.1153)
"227",236,112,584181.2145,148689.2859,17.78,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584181.2145, 148689.2859)
"228",237,112,584180.2699,148691.7699,34.798,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584180.2699, 148691.7699)
"229",238,112,584179.7531,148689.7888,13.208,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584179.7531, 148689.7888)
"230",239,112,584175.5906,148689.1359,17.78,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584175.5906, 148689.1359)
"231",241,112,584173.7451,148694.7343,30.48,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584173.7451, 148694.7343)
"232",242,112,584174.9157,148698.1308,21.844,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584174.9157, 148698.1308)
"233",243,112,584169.1236,148701.7066,55.118,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(584169.1236, 148701.7066)
"234",244,112,584171.8158,148706.1407,23.622,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584171.8158, 148706.1407)
"235",245,112,584170.6276,148707.6022,21.844,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584170.6276, 148707.6022)
"236",246,112,584171.0318,148709.2271,34.29,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584171.0318, 148709.2271)
"237",247,112,584177.9786,148705.7921,23.876,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584177.9786, 148705.7921)
"238",248,113,584203.4894,148735.8087,30.734,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584203.4894, 148735.8087)
"239",250,113,584214.5787,148717.9988,24.384,"ACRU",NA,"L",NA,"DOUBLE STEM","Acer rubrum","Acer","rubrum","acerRubrum",c(584214.5787, 148717.9988)
"240",251,113,584212.5572,148716.1621,20.574,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584212.5572, 148716.1621)
"241",252,113,584212.3991,148715.9346,25.4,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584212.3991, 148715.9346)
"242",253,113,584208.6206,148719.5954,34.544,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584208.6206, 148719.5954)
"243",254,113,584204.3355,148717.4258,18.034,"COFL",NA,"L",NA,NA,"Cornus florida","Cornus","florida","cornusFlorida",c(584204.3355, 148717.4258)
"244",255,113,584193.0187,148714.1219,37.592,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584193.0187, 148714.1219)
"245",256,113,584194.8256,148719.7511,41.148,"CASP",NA,"L",NA,NA,"Carya spp.","Carya","UNKN","caryaUNKN",c(584194.8256, 148719.7511)
"246",258,113,584194.0313,148726.4834,17.526,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584194.0313, 148726.4834)
"247",259,113,584189.2851,148727.9086,27.432,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584189.2851, 148727.9086)
"248",260,113,584191.7069,148731.2169,23.876,"CASP",NA,"L",NA,NA,"Carya spp.","Carya","UNKN","caryaUNKN",c(584191.7069, 148731.2169)
"249",261,113,584197.7581,148730.6741,40.132,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584197.7581, 148730.6741)
"250",262,113,584190.321,148736.6027,14.224,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584190.321, 148736.6027)
"251",263,113,584194.438,148735.3133,22.86,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584194.438, 148735.3133)
"252",264,113,584199.8836,148738.4446,25.654,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584199.8836, 148738.4446)
"253",265,113,584200.9607,148739.5489,14.478,"CASP",NA,"L",NA,NA,"Carya spp.","Carya","UNKN","caryaUNKN",c(584200.9607, 148739.5489)
"254",266,114,584226.9164,148741.967,22.098,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584226.9164, 148741.967)
"255",267,114,584227.6645,148741.9452,33.274,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584227.6645, 148741.9452)
"256",268,114,584228.2929,148742.3234,37.084,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584228.2929, 148742.3234)
"257",269,114,584231.1901,148742.777,27.686,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584231.1901, 148742.777)
"258",270,114,584234.3123,148738.2705,14.224,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584234.3123, 148738.2705)
"259",271,114,584237.5133,148742.2453,17.526,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(584237.5133, 148742.2453)
"260",272,114,584236.5956,148740.0135,10.922,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(584236.5956, 148740.0135)
"261",273,114,584233.2682,148736.5293,22.86,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584233.2682, 148736.5293)
"262",274,114,584234.1865,148737.0348,39.37,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584234.1865, 148737.0348)
"263",276,114,584232.9066,148732.3971,60.96,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584232.9066, 148732.3971)
"264",277,114,584236.1384,148731.6101,30.988,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584236.1384, 148731.6101)
"265",278,114,584233.5292,148729.0051,19.558,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584233.5292, 148729.0051)
"266",279,114,584240.7398,148725.2488,39.878,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584240.7398, 148725.2488)
"267",280,114,584235.6204,148727.2335,19.558,"CASP",NA,"L",NA,NA,"Carya spp.","Carya","UNKN","caryaUNKN",c(584235.6204, 148727.2335)
"268",281,114,584238.659,148724.2798,24.384,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584238.659, 148724.2798)
"269",282,114,584233.636,148723.93,10.414,"COFL",NA,"L",NA,NA,"Cornus florida","Cornus","florida","cornusFlorida",c(584233.636, 148723.93)
"270",283,114,584228.9012,148727.5011,28.702,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584228.9012, 148727.5011)
"271",284,114,584227.5472,148719.7974,14.224,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(584227.5472, 148719.7974)
"272",285,114,584226.543,148726.1544,29.718,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584226.543, 148726.1544)
"273",286,114,584223.987,148724.6164,54.61,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584223.987, 148724.6164)
"274",287,114,584219.4379,148720.3342,41.402,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(584219.4379, 148720.3342)
"275",288,114,584218.2369,148728.2518,55.118,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584218.2369, 148728.2518)
"276",289,114,584217.178,148729.4546,12.192,"COFL",NA,"L",NA,NA,"Cornus florida","Cornus","florida","cornusFlorida",c(584217.178, 148729.4546)
"277",290,114,584215.8402,148732.0234,12.954,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(584215.8402, 148732.0234)
"278",291,114,584220.1909,148732.2811,32.512,"ACRU",NA,"L",NA,"PART OF DOUBLE STEM","Acer rubrum","Acer","rubrum","acerRubrum",c(584220.1909, 148732.2811)
"279",292,114,584220.4016,148732.2477,10.414,"ACRU",NA,"L",NA,"PART OF DOUBLE STEM","Acer rubrum","Acer","rubrum","acerRubrum",c(584220.4016, 148732.2477)
"280",293,114,584218.2327,148735.5093,11.176,"COFL",NA,"L",NA,NA,"Cornus florida","Cornus","florida","cornusFlorida",c(584218.2327, 148735.5093)
"281",294,114,584214.8054,148739.8029,31.242,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584214.8054, 148739.8029)
"282",297,115,584210.2004,148710.5666,29.718,"CASP",NA,"L",NA,NA,"Carya spp.","Carya","UNKN","caryaUNKN",c(584210.2004, 148710.5666)
"283",298,115,584209.3412,148707.3541,10.922,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584209.3412, 148707.3541)
"284",299,115,584210.2906,148705.2893,100.33,"QURU",NA,"L",NA,"DOUBLE STEM FORKS ABOVE DBH","Quercus rubra","Quercus","rubra","quercusRubra",c(584210.2906, 148705.2893)
"285",300,115,584209.4473,148704.2534,16.002,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584209.4473, 148704.2534)
"286",301,115,584218.9623,148695.7603,14.732,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(584218.9623, 148695.7603)
"287",302,115,584219.4184,148692.8754,41.402,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584219.4184, 148692.8754)
"288",303,115,584216.6042,148690.7919,29.464,"QUAL",NA,"L",NA,"BORDERLINE","Quercus alba","Quercus","alba","quercusAlba",c(584216.6042, 148690.7919)
"289",306,115,584204.8811,148691.5854,50.038,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(584204.8811, 148691.5854)
"290",307,115,584202.8151,148701.2459,26.162,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584202.8151, 148701.2459)
"291",308,115,584197.3987,148701.8401,46.99,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584197.3987, 148701.8401)
"292",309,115,584198.2611,148705.1967,18.288,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584198.2611, 148705.1967)
"293",310,115,584194.7883,148708.1271,19.304,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584194.7883, 148708.1271)
"294",311,115,584192.4963,148713.5475,23.368,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584192.4963, 148713.5475)
"295",312,116,584232.8133,148712.6062,42.926,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584232.8133, 148712.6062)
"296",313,116,584236.68,148718.494,10.16,"ACPE",NA,"L",NA,NA,"Acer pennsylvanicum","Acer","pennsylvanicum","acerPennsylv",c(584236.68, 148718.494)
"297",314,116,584234.6445,148714.0472,15.24,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584234.6445, 148714.0472)
"298",315,116,584233.0571,148710.8032,26.416,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(584233.0571, 148710.8032)
"299",316,116,584240.2676,148712.2642,39.37,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(584240.2676, 148712.2642)
"300",317,116,584240.5857,148710.7187,56.642,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584240.5857, 148710.7187)
"301",318,116,584235.8207,148707.9753,19.812,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584235.8207, 148707.9753)
"302",319,116,584242.7023,148700.8817,26.67,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584242.7023, 148700.8817)
"303",320,116,584242.058,148699.8866,38.862,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584242.058, 148699.8866)
"304",321,116,584235.8134,148700.0197,54.102,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584235.8134, 148700.0197)
"305",322,116,584238.4436,148695.0403,55.118,"QUMO",NA,"L",NA,"BORDERLINE","Quercus montana","Quercus","montana","quercusMontana",c(584238.4436, 148695.0403)
"306",323,116,584227.3796,148694.3901,49.53,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584227.3796, 148694.3901)
"307",324,116,584224.0767,148691.7463,16.256,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584224.0767, 148691.7463)
"308",325,116,584225.6338,148696.8965,15.24,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(584225.6338, 148696.8965)
"309",326,116,584228.3134,148704.7449,24.384,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(584228.3134, 148704.7449)
"310",327,116,584224.2808,148703.2596,18.542,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(584224.2808, 148703.2596)
"311",328,116,584223.0293,148702.8773,58.928,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(584223.0293, 148702.8773)
"312",329,116,584224.9301,148714.4852,10.922,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(584224.9301, 148714.4852)
"313",330,116,584228.4783,148714.8853,11.43,"COFL",NA,"L",NA,NA,"Cornus florida","Cornus","florida","cornusFlorida",c(584228.4783, 148714.8853)
