"","treeID","gridID","x","y","dbh","code2","cd2_gss","l/d","nt_2021","notes","scintfc","genus","species","code8","geometry"
"1195",1276,408,583941.4903,148449.9469,12.192,"LITU",NA,"L",NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","liriodenTulipife",c(583941.4903, 148449.9469)
"1196",1277,408,583938.4999,148450.3369,10.16,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(583938.4999, 148450.3369)
"1197",1278,408,583941.6133,148453.6045,10.16,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(583941.6133, 148453.6045)
"1198",1279,408,583940.4592,148456.5366,10.414,"COFL",NA,"L",NA,NA,"Cornus florida","Cornus","florida","cornusFlorida",c(583940.4592, 148456.5366)
"1199",1280,408,583934.6977,148465.9346,10.414,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(583934.6977, 148465.9346)
"1200",1281,408,583935.712,148468.7104,10.668,"COFL",NA,"L",NA,NA,"Cornus florida","Cornus","florida","cornusFlorida",c(583935.712, 148468.7104)
"1201",1282,408,583939.6691,148465.3521,18.034,"CASP",NA,"L",NA,NA,"Carya spp.","Carya","UNKN","caryaUNKN",c(583939.6691, 148465.3521)
"1202",1283,408,583942.5143,148467.3069,44.958,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583942.5143, 148467.3069)
"1203",1284,408,583945.0611,148463.3306,22.098,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(583945.0611, 148463.3306)
"1204",1286,409,583880.4183,148429.9292,16.256,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583880.4183, 148429.9292)
"1205",1287,409,583879.262,148421.2883,22.098,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583879.262, 148421.2883)
"1206",1288,409,583884.75,148429.25,26.924,"ACRU",NA,"L","Location entered incorrectly, coordinates updated coordinates 1/23/21",NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583884.75, 148429.25)
"1207",1289,409,583887.9955,148424.2752,20.574,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583887.9955, 148424.2752)
"1208",1290,409,583884.9662,148421.2058,66.294,"LITU",NA,"L",NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","liriodenTulipife",c(583884.9662, 148421.2058)
"1209",1291,409,583891.9545,148420.3658,10.668,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583891.9545, 148420.3658)
"1210",1292,409,583888.8627,148419.8207,24.384,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583888.8627, 148419.8207)
"1211",1293,409,583883.2796,148418.8362,19.812,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583883.2796, 148418.8362)
"1212",1294,409,583882.4991,148418.6986,15.494,"FAGR",NA,"L",NA,NA,"Fagus grandifolia","Fagus","grandifolia","fagusGrandifo",c(583882.4991, 148418.6986)
"1213",1295,409,583886.5202,148418.7171,15.24,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583886.5202, 148418.7171)
"1214",1296,409,583882.0064,148417.9232,19.558,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(583882.0064, 148417.9232)
"1215",1297,409,583891.2493,148412.4706,12.192,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(583891.2493, 148412.4706)
"1216",1298,409,583888.8832,148412.1848,16.764,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(583888.8832, 148412.1848)
"1217",1299,409,583885.076,148413.2677,43.18,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583885.076, 148413.2677)
"1218",1300,409,583890.6122,148408.7669,19.05,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(583890.6122, 148408.7669)
"1219",1301,409,583890.5196,148408.5037,37.592,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583890.5196, 148408.5037)
"1220",1302,409,583881.7389,148409.8168,14.986,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583881.7389, 148409.8168)
"1221",1303,409,583882.494,148404.9695,21.082,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583882.494, 148404.9695)
"1222",1304,409,583880.3632,148406.5371,17.018,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583880.3632, 148406.5371)
"1223",1305,409,583875.3706,148405.4361,20.066,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583875.3706, 148405.4361)
"1224",1306,409,583875.4129,148411.7664,26.162,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583875.4129, 148411.7664)
"1225",1307,409,583868.0254,148407.6833,23.368,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583868.0254, 148407.6833)
"1226",1308,409,583871.6562,148413.0719,25.146,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(583871.6562, 148413.0719)
"1227",1309,409,583866.3674,148411.4546,26.416,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583866.3674, 148411.4546)
"1228",1310,409,583866.4039,148416.5215,12.7,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583866.4039, 148416.5215)
"1229",1311,409,583866.555,148418.037,33.528,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(583866.555, 148418.037)
"1230",1312,409,583876.8153,148418.3085,37.338,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583876.8153, 148418.3085)
"1231",1313,409,583866.6766,148425.2896,30.734,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583866.6766, 148425.2896)
"1232",1314,409,583871.8853,148427.4813,25.654,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583871.8853, 148427.4813)
"1233",1315,410,583906.6545,148436.7814,86.868,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583906.6545, 148436.7814)
"1234",1316,410,583910.9925,148436.4484,21.59,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583910.9925, 148436.4484)
"1235",1317,410,583909.1758,148431.0521,18.288,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583909.1758, 148431.0521)
"1236",1318,410,583913.3531,148425.7308,29.972,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583913.3531, 148425.7308)
"1237",1319,410,583915.9991,148423.8312,40.64,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583915.9991, 148423.8312)
"1238",1320,410,583917.5426,148420.847,49.53,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583917.5426, 148420.847)
"1239",1321,410,583910.8128,148421.3467,38.354,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583910.8128, 148421.3467)
"1240",1322,410,583908.0615,148420.4598,11.684,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583908.0615, 148420.4598)
"1241",1323,410,583908.1204,148420.3128,22.606,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583908.1204, 148420.3128)
"1242",1325,410,583904.6499,148421.9961,44.196,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583904.6499, 148421.9961)
"1243",1326,410,583909.7562,148413.8536,53.594,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583909.7562, 148413.8536)
"1244",1327,410,583908.3848,148412.5856,22.352,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583908.3848, 148412.5856)
"1245",1328,410,583905.5821,148415.657,40.64,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583905.5821, 148415.657)
"1246",1329,410,583903.0382,148422.1143,55.372,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583903.0382, 148422.1143)
"1247",1330,410,583900.8829,148417.6296,49.53,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583900.8829, 148417.6296)
"1248",1331,410,583896.2692,148414.8357,58.166,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583896.2692, 148414.8357)
"1249",1332,410,583894.0345,148414.4902,41.148,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583894.0345, 148414.4902)
"1250",1333,410,583895.7405,148417.0568,10.668,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583895.7405, 148417.0568)
"1251",1334,410,583895.629,148417.7932,12.7,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583895.629, 148417.7932)
"1252",1335,410,583896.542,148420.2738,36.83,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583896.542, 148420.2738)
"1253",1336,410,583890.4791,148427.2189,48.006,"LITU",NA,"L",NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","liriodenTulipife",c(583890.4791, 148427.2189)
"1254",1337,410,583889.111,148427.933,10.16,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583889.111, 148427.933)
"1255",1338,410,583901.5227,148423.8715,20.066,"CASP",NA,"L",NA,NA,"Carya spp.","Carya","UNKN","caryaUNKN",c(583901.5227, 148423.8715)
"1256",1339,410,583891.5511,148430.3053,10.16,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583891.5511, 148430.3053)
"1257",1340,410,583897.5229,148429.453,17.018,"ACRU",NA,"L",NA,"SPLIT STEM","Acer rubrum","Acer","rubrum","acerRubrum",c(583897.5229, 148429.453)
"1258",1341,410,583897.8884,148429.2441,34.036,"ACRU",NA,"L",NA,"SPLIT STEM","Acer rubrum","Acer","rubrum","acerRubrum",c(583897.8884, 148429.2441)
"1259",1342,410,583897.5554,148429.641,10.922,"ACRU",NA,"L",NA,"SPLIT STEM","Acer rubrum","Acer","rubrum","acerRubrum",c(583897.5554, 148429.641)
"1260",1343,410,583896.0005,148434.8024,14.478,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583896.0005, 148434.8024)
"1261",1344,410,583898.9605,148433.6785,22.86,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583898.9605, 148433.6785)
"1262",1345,410,583902.6941,148429.0246,16.764,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583902.6941, 148429.0246)
"1263",1346,411,583884.0392,148405.9327,33.528,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583884.0392, 148405.9327)
"1264",1347,411,583883.844,148394.2604,20.066,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(583883.844, 148394.2604)
"1265",1349,411,583888.4388,148404.1313,38.608,"ACRU",NA,"L",NA,"DOUBLE STEM","Acer rubrum","Acer","rubrum","acerRubrum",c(583888.4388, 148404.1313)
"1266",1350,411,583888.6189,148404.0492,20.32,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583888.6189, 148404.0492)
"1267",1351,411,583892.6953,148405.9791,14.478,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(583892.6953, 148405.9791)
"1268",1352,411,583891.7625,148398.7316,49.53,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583891.7625, 148398.7316)
"1269",1353,411,583893.2772,148396.8435,29.21,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(583893.2772, 148396.8435)
"1270",1354,411,583889.0891,148388.6914,26.416,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583889.0891, 148388.6914)
"1271",1355,411,583889.3084,148388.4797,17.018,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583889.3084, 148388.4797)
"1272",1356,411,583888.5963,148387.444,33.02,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583888.5963, 148387.444)
"1273",1357,411,583886.327,148390.2026,15.24,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583886.327, 148390.2026)
"1274",1358,411,583886.2872,148387.0135,30.988,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583886.2872, 148387.0135)
"1275",1359,411,583878.2658,148385.2095,34.544,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583878.2658, 148385.2095)
"1276",1360,411,583880.9977,148389.5783,19.05,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(583880.9977, 148389.5783)
"1277",1361,411,583873.544,148383.8428,37.592,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583873.544, 148383.8428)
"1278",1362,411,583871.1159,148396.7076,31.496,"ACRU",NA,"L",NA,"DOUBLE STEM","Acer rubrum","Acer","rubrum","acerRubrum",c(583871.1159, 148396.7076)
"1279",1363,411,583869.9269,148397.2387,25.4,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583869.9269, 148397.2387)
"1280",1364,411,583880.6396,148395.6882,56.642,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583880.6396, 148395.6882)
"1281",1365,411,583879.6392,148397.8171,13.208,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583879.6392, 148397.8171)
"1282",1366,411,583878.1371,148399.4629,31.496,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583878.1371, 148399.4629)
"1283",1367,412,583908.4549,148407.9626,18.542,"ACRU",NA,"L",NA,"SPLIT STEM","Acer rubrum","Acer","rubrum","acerRubrum",c(583908.4549, 148407.9626)
"1284",1368,412,583908.6122,148407.9557,22.606,"ACRU",NA,"L",NA,"SPLIT STEM","Acer rubrum","Acer","rubrum","acerRubrum",c(583908.6122, 148407.9557)
"1285",1370,412,583909.6812,148406.8748,46.228,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583909.6812, 148406.8748)
"1286",1372,412,583915.6686,148411.9858,33.02,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583915.6686, 148411.9858)
"1287",1373,412,583916.5229,148412.3614,23.622,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583916.5229, 148412.3614)
"1288",1374,412,583911.6,148404.0756,20.574,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(583911.6, 148404.0756)
"1289",1375,412,583915.0001,148406.0499,13.716,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583915.0001, 148406.0499)
"1290",1376,412,583916.2175,148403.4234,33.782,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583916.2175, 148403.4234)
"1291",1377,412,583917.0621,148402.7332,34.29,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583917.0621, 148402.7332)
"1292",1378,412,583899.8527,148395.0816,34.036,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583899.8527, 148395.0816)
"1293",1379,412,583899.7631,148398.6535,29.464,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583899.7631, 148398.6535)
"1294",1380,412,583896.6317,148402.6853,28.956,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583896.6317, 148402.6853)
"1295",1381,412,583896.4273,148404.4077,38.1,"QUAL",NA,"L",NA,"SPLIT WITH BELOW SNAG","Quercus alba","Quercus","alba","quercusAlba",c(583896.4273, 148404.4077)
"1296",1383,412,583903.7584,148402.2478,49.276,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583903.7584, 148402.2478)
"1297",1384,413,583937.4936,148440.0146,23.114,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(583937.4936, 148440.0146)
"1298",1385,413,583934.7387,148436.1505,47.752,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583934.7387, 148436.1505)
"1299",1386,413,583935.0051,148429.2435,29.718,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583935.0051, 148429.2435)
"1300",1388,413,583939.6052,148419.1384,30.734,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583939.6052, 148419.1384)
"1301",1389,413,583939.4647,148418.2276,36.576,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583939.4647, 148418.2276)
"1302",1390,413,583933.9789,148420.8389,12.446,"ACSA",NA,"L",NA,NA,"Acer saccharum","Acer","saccharum","acerSaccharu",c(583933.9789, 148420.8389)
"1303",1391,413,583930.773,148418.373,51.054,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583930.773, 148418.373)
"1304",1392,413,583928.4198,148416.1897,14.224,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(583928.4198, 148416.1897)
"1305",1393,413,583926.9651,148422.3496,95.758,"QURU",NA,"L",NA,"FORKED TREE","Quercus rubra","Quercus","rubra","quercusRubra",c(583926.9651, 148422.3496)
"1306",1394,413,583922.4533,148415.511,29.21,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(583922.4533, 148415.511)
"1307",1395,413,583916.9715,148421.3108,49.276,"ACRU",NA,"L",NA,"POSSIBLY ACCOUNTED FOR IN ADJACENT PLOT","Acer rubrum","Acer","rubrum","acerRubrum",c(583916.9715, 148421.3108)
"1308",1396,413,583915.8217,148424.1513,40.386,"QUAL",NA,"L",NA,"POSSIBLY ACCOUNTED FOR IN ADJACENT PLOT","Quercus alba","Quercus","alba","quercusAlba",c(583915.8217, 148424.1513)
"1309",1397,413,583917.6497,148429.5956,13.716,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583917.6497, 148429.5956)
"1310",1398,413,583919.5592,148433.0194,20.32,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583919.5592, 148433.0194)
"1311",1399,413,583922.0056,148432.4006,17.78,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583922.0056, 148432.4006)
"1312",1400,413,583922.5696,148434.613,19.558,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583922.5696, 148434.613)
"1313",1401,413,583921.1627,148436.3202,61.468,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583921.1627, 148436.3202)
"1314",1402,413,583926.9985,148429.1305,19.304,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583926.9985, 148429.1305)
"1315",1403,414,583956.0766,148436.0959,20.32,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(583956.0766, 148436.0959)
"1316",1404,414,583961.6596,148434.9943,45.466,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583961.6596, 148434.9943)
"1317",1405,414,583961.0476,148434.7391,49.53,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583961.0476, 148434.7391)
"1318",1406,414,583965.0695,148427.8167,46.482,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583965.0695, 148427.8167)
"1319",1407,414,583964.9392,148427.5935,38.862,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583964.9392, 148427.5935)
"1320",1408,414,583955.8197,148429.8296,68.58,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583955.8197, 148429.8296)
"1321",1409,414,583957.2523,148425.3796,37.338,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583957.2523, 148425.3796)
"1322",1410,414,583953.9964,148424.9257,18.542,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(583953.9964, 148424.9257)
"1323",1411,414,583952.2985,148428.0153,40.64,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583952.2985, 148428.0153)
"1324",1412,414,583951.8199,148429.2514,18.796,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(583951.8199, 148429.2514)
"1325",1413,414,583945.351,148429.2508,48.768,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(583945.351, 148429.2508)
"1326",1414,414,583941.1597,148428.9572,15.24,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(583941.1597, 148428.9572)
"1327",1415,414,583940.1484,148431.359,27.94,"FAGR",NA,"L",NA,NA,"Fagus grandifolia","Fagus","grandifolia","fagusGrandifo",c(583940.1484, 148431.359)
"1328",1416,414,583943.9877,148434.2278,46.482,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(583943.9877, 148434.2278)
"1329",1417,414,583940.114,148434.4024,23.368,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(583940.114, 148434.4024)
"1330",1418,414,583947.6758,148434.2465,18.542,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(583947.6758, 148434.2465)
"1331",1419,414,583944.6672,148436.7636,52.324,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(583944.6672, 148436.7636)
"1332",1420,414,583939.2917,148441.2089,36.83,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583939.2917, 148441.2089)
"1333",1421,414,583948.7133,148438.8438,29.464,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(583948.7133, 148438.8438)
"1334",1422,414,583945.6467,148444.2355,22.098,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(583945.6467, 148444.2355)
"1335",1423,414,583951.0879,148437.6613,19.05,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(583951.0879, 148437.6613)
"1336",1424,415,583936.7923,148413.1681,39.624,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(583936.7923, 148413.1681)
"1337",1425,415,583935.5048,148407.0493,59.436,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583935.5048, 148407.0493)
"1338",1426,415,583941.6109,148412.8632,36.322,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(583941.6109, 148412.8632)
"1339",1427,415,583940.5884,148409.3852,17.78,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(583940.5884, 148409.3852)
"1340",1428,415,583942.2776,148406.1766,49.276,"QUCO",NA,"L","Changed from QUVE to QUCO per field revisit 1/23/21",NA,"Quercus coccinea","Quercus","coccinea","quercusCoccinea",c(583942.2776, 148406.1766)
"1341",1429,415,583941.3531,148399.5849,46.228,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583941.3531, 148399.5849)
"1342",1430,415,583936.3171,148399.3376,37.592,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583936.3171, 148399.3376)
"1343",1433,415,583931.9697,148394.2346,18.796,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(583931.9697, 148394.2346)
